act,song,speaker,line
The Ocean Saga,Keep Your Friends Close,Aeolus,"And if you win, you will get what you're yearning"
The Ocean Saga,Keep Your Friends Close,Odysseus,Deal
The Ocean Saga,Keep Your Friends Close,Aeolus,Take a look right here at this bag
The Ocean Saga,Keep Your Friends Close,Aeolus,It has the winds of the storm all trapped
The Ocean Saga,Keep Your Friends Close,Aeolus,All you gotta do is not open this bag
The Ocean Saga,Keep Your Friends Close,Odysseus,"Sounds too easy, what's the catch?"
The Ocean Saga,Keep Your Friends Close,Aeolus,Ha ha ha
The Ocean Saga,Keep Your Friends Close,Winions,Ha ha ha
The Ocean Saga,Keep Your Friends Close,Aeolus,Keep your friends close and your enemi?s closer
The Ocean Saga,Keep Your Friends Close,Winions,Keep your friends close and your enemi?s closer
The Ocean Saga,Keep Your Friends Close,Aeolus,Never r?ally know who you can trust
The Ocean Saga,Keep Your Friends Close,Winions,Never r?ally know who you can trust
The Ocean Saga,Keep Your Friends Close,Aeolus,"If they wanna get the bag open, you gotta say ""no, sir"""
The Ocean Saga,Keep Your Friends Close,Winions,"If they wanna get the bag open, you gotta say ""no, sir"""
The Ocean Saga,Keep Your Friends Close,Aeolus,Sometimes killing is a must
The Ocean Saga,Keep Your Friends Close,Winions,Sometimes killing is a must
The Ocean Saga,Keep Your Friends Close,Odysseus,What?
The Ocean Saga,Keep Your Friends Close,Aeolus,'Cause the end always justifies the means
The Ocean Saga,Keep Your Friends Close,Aeolus,Friends turn into foes and rivalries
The Ocean Saga,Keep Your Friends Close,Aeolus,So keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Aeolus,Never really know who you can trust (Never really know who you can trust)
The Ocean Saga,Keep Your Friends Close,Perimedes,"Captain, what's happening?"
The Ocean Saga,Keep Your Friends Close,Perimedes,What's trapped in that bag?
The Ocean Saga,Keep Your Friends Close,Odysseus,"Something dangerous, friends"
The Ocean Saga,Keep Your Friends Close,Odysseus,We mustn't lag
The Ocean Saga,Keep Your Friends Close,Winions,It's treasure!
The Ocean Saga,Keep Your Friends Close,Odysseus,What?
The Ocean Saga,Keep Your Friends Close,Winions,Buh-bye!
The Ocean Saga,Keep Your Friends Close,Perimedes,Open the bag
The Ocean Saga,Keep Your Friends Close,Odysseus,"No, do not"
The Ocean Saga,Keep Your Friends Close,Odysseus,Everybody listen closely
The Ocean Saga,Keep Your Friends Close,Odysseus,See how this bag is closed?
The Ocean Saga,Keep Your Friends Close,Odysseus,That's how it's supposed to be
The Ocean Saga,Keep Your Friends Close,Odysseus,This bag has the storm inside
The Ocean Saga,Keep Your Friends Close,Odysseus,We cannot let the treasure rumor fly
The Ocean Saga,Keep Your Friends Close,Perimedes,We'll try
The Ocean Saga,Keep Your Friends Close,Aeolus,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Crew,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Winions,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Aeolus,Now they wanna get the bag open so they can have closure
The Ocean Saga,Keep Your Friends Close,Crew,Now they wanna get the bag open so they can have closure
The Ocean Saga,Keep Your Friends Close,Winions,Now they wanna get the bag open so they can have closure
The Ocean Saga,Keep Your Friends Close,Aeolus,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,Crew,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,Winions,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,Aeolus,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,Crew,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,Winions,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,Aeolus,'Cause the end always justifies the means
The Ocean Saga,Keep Your Friends Close,Crew,'Cause the end always justifies the means
The Ocean Saga,Keep Your Friends Close,Winions,'Cause the end always justifies the means
The Ocean Saga,Keep Your Friends Close,Aeolus,"Everything's changed since Polites, so"
The Ocean Saga,Keep Your Friends Close,Crew,"Everything's changed since Polites, so"
The Ocean Saga,Keep Your Friends Close,Winions,"Everything's changed since Polites, so"
The Ocean Saga,Keep Your Friends Close,Aeolus,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Crew,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Winions,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Odysseus,"For nine days, I've stayed wide awake"
The Ocean Saga,Keep Your Friends Close,Odysseus,Trying to make it home with no storm or tidal wave
The Ocean Saga,Keep Your Friends Close,Odysseus,"I remain unopposed, the bag is still closed"
The Ocean Saga,Keep Your Friends Close,Odysseus,And I'm getting closer to you
The Ocean Saga,Keep Your Friends Close,Crew,Penelope
The Ocean Saga,Keep Your Friends Close,Odysseus,I can't wait to make some new memories
The Ocean Saga,Keep Your Friends Close,Crew,Telemachus
The Ocean Saga,Keep Your Friends Close,Odysseus,Time for me to be the father I never was
The Ocean Saga,Keep Your Friends Close,Penelope,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,Telemachus,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,Odysseus,Why are my eyes and my heart and my soul so heavy?
The Ocean Saga,Keep Your Friends Close,Penelope,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,Telemachus,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,Odysseus,I keep on trying to embrace you both
The Ocean Saga,Keep Your Friends Close,Odysseus,Why won't you let me?
The Ocean Saga,Keep Your Friends Close,Penelope,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,Telemachus,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,Odysseus,So much has changed but I'm the same
The Ocean Saga,Keep Your Friends Close,Odysseus,Yes I'm the same
The Ocean Saga,Keep Your Friends Close,Penelope,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,Telemachus,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,Ensemble,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,Penelope,Wake up!
The Ocean Saga,Keep Your Friends Close,Penelope,"Wake up, Odysseus, they're opening the bag"
The Ocean Saga,Keep Your Friends Close,Penelope,Wake up!
The Ocean Saga,Keep Your Friends Close,Odysseus,No!
The Ocean Saga,Keep Your Friends Close,Aeolus,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Crew,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Winions,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,Aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,Aeolus,Storm
The Ocean Saga,Keep Your Friends Close,Crew,Storm
The Ocean Saga,Keep Your Friends Close,Winions,Storm
The Ocean Saga,Keep Your Friends Close,Aeolus,Full speed ahead
The Ocean Saga,Keep Your Friends Close,Crew,Full speed ahead
The Ocean Saga,Keep Your Friends Close,Winions,Full speed ahead
The Ocean Saga,Keep Your Friends Close,Odysseus,Where's the storm taking us?
The Ocean Saga,Keep Your Friends Close,Aeolus,"I said to keep the bag closed, but you weren't compliant"
The Ocean Saga,Keep Your Friends Close,Aeolus,If I had to guess? You're heading to the
The Ocean Saga,Keep Your Friends Close,Aeolus,Land of the giants
The Ocean Saga,Keep Your Friends Close,Winions,Land of the giants
The Ocean Saga,Keep Your Friends Close,Crew,"Storm, storm"
The Ocean Saga,Keep Your Friends Close,Odysseus,Help me close the bag
The Ocean Saga,Keep Your Friends Close,Eurylochus,"But sir, it's too late"
The Ocean Saga,Keep Your Friends Close,Odysseus,We can save whatever wind is left to use another day
The Ocean Saga,Keep Your Friends Close,Odysseus,Come on!
The Ocean Saga,Keep Your Friends Close,Poseidon,Odysseus of Ithaca
The Ocean Saga,Keep Your Friends Close,Poseidon,Do you know who I am?
The Ocean Saga,Ruthlessness,Laestrygonians,"Poseidon, Poseidon, Poseidon, Poseidon, Poseidon, Poseidon, Poseidon"
The Ocean Saga,Ruthlessness,Odysseus,Poseidon
The Ocean Saga,Ruthlessness,Poseidon,In all my years of living
The Ocean Saga,Ruthlessness,Poseidon,It isn't very often that I get pissed off
The Ocean Saga,Ruthlessness,Poseidon,I try to chill with the waves
The Ocean Saga,Ruthlessness,Poseidon,"But damn, you crossed the line"
The Ocean Saga,Ruthlessness,Poseidon,I've been so gracious
The Ocean Saga,Ruthlessness,Poseidon,"And yet, you hurt the son of mine"
The Ocean Saga,Ruthlessness,Poseidon,"That's right, the cyclops you made blind, is mine"
The Ocean Saga,Ruthlessness,Odysseus,No
The Ocean Saga,Ruthlessness,Poseidon,I'm left without a choice
The Ocean Saga,Ruthlessness,Laestrygonians,I'm left without a choice
The Ocean Saga,Ruthlessness,Poseidon,And without a doubt
The Ocean Saga,Ruthlessness,Laestrygonians,And without a doubt
The Ocean Saga,Ruthlessness,Poseidon,Guess the pack of wolves is swimming with the shark now
The Ocean Saga,Ruthlessness,Laestrygonians,Guess the pack of wolves is swimming with the shark now
The Ocean Saga,Ruthlessness,Poseidon,I've gotta make you bleed
The Ocean Saga,Ruthlessness,Laestrygonians,I've gotta make you bleed
The Ocean Saga,Ruthlessness,Poseidon,I need to see you drown
The Ocean Saga,Ruthlessness,Laestrygonians,I need to see you drown
The Ocean Saga,Ruthlessness,Poseidon,"But before you go, I need to make you learn how"
The Ocean Saga,Ruthlessness,Laestrygonians,"But before you go, I need to make you learn how"
The Ocean Saga,Ruthlessness,Poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Poseidon,Ruthl?ssness is mercy upon ourselv?s
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthl?ssness is mercy upon ourselv?s
The Ocean Saga,Ruthlessness,Poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Poseidon,Ourselves
The Ocean Saga,Ruthlessness,Laestrygonians,Ourselves
The Ocean Saga,Ruthlessness,Poseidon,You are the worst kind of good
The Ocean Saga,Ruthlessness,Laestrygonians,You are the worst kind of good
The Ocean Saga,Ruthlessness,Poseidon,'Cause you're not even great
The Ocean Saga,Ruthlessness,Laestrygonians,'Cause you're not even great
The Ocean Saga,Ruthlessness,Poseidon,A Greek who reeks of false righteousness
The Ocean Saga,Ruthlessness,Laestrygonians,A Greek who reeks of false righteousness
The Ocean Saga,Ruthlessness,Poseidon,That's what I hate
The Ocean Saga,Ruthlessness,Laestrygonians,That's what I hate
The Ocean Saga,Ruthlessness,Poseidon,'Cause you fight to save lives
The Ocean Saga,Ruthlessness,Laestrygonians,'Cause you fight to save lives
The Ocean Saga,Ruthlessness,Poseidon,But won't kill and don't get the job done
The Ocean Saga,Ruthlessness,Laestrygonians,But won't kill and don't get the job done
The Ocean Saga,Ruthlessness,Poseidon,I mean you totally could have avoided all this
The Ocean Saga,Ruthlessness,Laestrygonians,I mean you totally could have avoided all this
The Ocean Saga,Ruthlessness,Poseidon,Had you just killed my son
The Ocean Saga,Ruthlessness,Laestrygonians,Had you just killed my son
The Ocean Saga,Ruthlessness,Poseidon,But no
The Ocean Saga,Ruthlessness,Laestrygonians,But no
The Ocean Saga,Ruthlessness,Poseidon,You are far too nice
The Ocean Saga,Ruthlessness,Laestrygonians,You are far too nice
The Ocean Saga,Ruthlessness,Poseidon,Mercy has a price
The Ocean Saga,Ruthlessness,Laestrygonians,Mercy has a price
The Ocean Saga,Ruthlessness,Poseidon,"It's the final crack, we're about to break the ice now"
The Ocean Saga,Ruthlessness,Laestrygonians,"It's the final crack, we're about to break the ice now"
The Ocean Saga,Ruthlessness,Poseidon,You reveal your name
The Ocean Saga,Ruthlessness,Laestrygonians,You reveal your name
The Ocean Saga,Ruthlessness,Poseidon,Then you let him live
The Ocean Saga,Ruthlessness,Laestrygonians,Then you let him live
The Ocean Saga,Ruthlessness,Poseidon,Unlike you I've got no mercy left to give 'cause
The Ocean Saga,Ruthlessness,Laestrygonians,Unlike you I've got no mercy left to give 'cause
The Ocean Saga,Ruthlessness,Poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,Poseidon,Ourselves
The Ocean Saga,Ruthlessness,Laestrygonians,Ourselves
The Ocean Saga,Ruthlessness,Poseidon,And now it is finally time
The Ocean Saga,Ruthlessness,Laestrygonians,And now it is finally time
The Ocean Saga,Ruthlessness,Poseidon,To say goodbye
The Ocean Saga,Ruthlessness,Laestrygonians,To say goodbye
The Ocean Saga,Ruthlessness,Poseidon,"Today, you die"
The Ocean Saga,Ruthlessness,Laestrygonians,"Today, you die"
The Ocean Saga,Ruthlessness,Poseidon,"Unless, of course, you apologize"
The Ocean Saga,Ruthlessness,Laestrygonians,"Unless, of course, you apologize"
The Ocean Saga,Ruthlessness,Poseidon,For my son's pain
The Ocean Saga,Ruthlessness,Laestrygonians,For my son's pain
The Ocean Saga,Ruthlessness,Poseidon,And all his cries
The Ocean Saga,Ruthlessness,Laestrygonians,And all his cries
The Ocean Saga,Ruthlessness,Odysseus,"Poseidon, we meant no harm"
The Ocean Saga,Ruthlessness,Odysseus,We only hurt him to disarm him
The Ocean Saga,Ruthlessness,Odysseus,We took no pleasure in his pain
The Ocean Saga,Ruthlessness,Odysseus,We only wanted to escape
The Ocean Saga,Ruthlessness,Poseidon,The line between naïveté and
The Ocean Saga,Ruthlessness,Poseidon,Hopefulness is almost invisible
The Ocean Saga,Ruthlessness,Poseidon,So close your heart
The Ocean Saga,Ruthlessness,Poseidon,The world is dark and
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is mercy-
The Ocean Saga,Ruthlessness,Poseidon,Die
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,Soldiers,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,Soldiers,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,Soldiers,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,Laestrygonians,Ruthlessness is (Captain)
The Ocean Saga,Ruthlessness,Soldiers,Ruthlessness is (Captain)
The Ocean Saga,Ruthlessness,Odysseus,What have you done?
The Ocean Saga,Ruthlessness,Ensemble,When does a ripple become a tidal wave?
The Ocean Saga,Ruthlessness,Poseidon,Forty three left under your command
The Ocean Saga,Ruthlessness,Ensemble,When does a man become a monster?
The Ocean Saga,Ruthlessness,Poseidon,I am your darkest moment
The Ocean Saga,Ruthlessness,Poseidon,The monster that always draws near
The Ocean Saga,Ruthlessness,Poseidon,Any last words?
The Ocean Saga,Ruthlessness,Odysseus,All I gotta do is open this bag
The Ocean Saga,Ruthlessness,Poseidon,What?
The Ocean Saga,Ruthlessness,Poseidon,Remember me
The Circe Saga,Puppeteer,Eurylochus,"Captain, I have something that I must confess"
The Circe Saga,Puppeteer,Eurylochus,Something that I must get off my chest
The Circe Saga,Puppeteer,Eurylochus,"Until it is said, I cannot rest"
The Circe Saga,Puppeteer,Eurylochus,Captain?
The Circe Saga,Puppeteer,Odysseus,"Eurylochus, go make sure this island is secure"
The Circe Saga,Puppeteer,Eurylochus,But captai
The Circe Saga,Puppeteer,Odysseus,There's only so much left we can endure
The Circe Saga,Puppeteer,Odysseus,Whatever you need to say can wait some more
The Circe Saga,Puppeteer,Odysseus,"Of that, I'm sure"
The Circe Saga,Puppeteer,Eurylochus,Okay
The Circe Saga,Puppeteer,Eurylochus,"Sir, since we left home we've faced a variety of foes from a wide range of places"
The Circe Saga,Puppeteer,Eurylochus,"Gods, monsters, you know the roster, hostile creatures that we could resist"
The Circe Saga,Puppeteer,Eurylochus,"But this was a h?ll of a twist, cause we are w?ak to a power like this"
The Circe Saga,Puppeteer,Odysseus,What was it?
The Circe Saga,Puppeteer,Eurylochus,A woman
The Circe Saga,Puppeteer,Odysseus,What?
The Circe Saga,Puppeteer,Eurylochus,She had us in just two words
The Circe Saga,Puppeteer,Circe,Come inside
The Circe Saga,Puppeteer,Odysseus,Damn
The Circe Saga,Puppeteer,Circe,Welcome to the best part of your lives
The Circe Saga,Puppeteer,Circe,Go ahead and rest wherever you like
The Circe Saga,Puppeteer,Circe,"I got you, don't worry Circe's got you now"
The Circe Saga,Puppeteer,Eurylochus,"Only I stayed outside, but the rest went in"
The Circe Saga,Puppeteer,Circe,Take a seat
The Circe Saga,Puppeteer,Circe,Let me bring you all something to eat
The Circe Saga,Puppeteer,Circe,I bet you're tired from the years spent on your feet
The Circe Saga,Puppeteer,Circe,"I got you, don't worry Circe's got you now"
The Circe Saga,Puppeteer,Eurylochus,"By the time they ate, it was far too late"
The Circe Saga,Puppeteer,Eurylochus,"For inside the meal, think of your past"
The Circe Saga,Puppeteer,Circe,"For inside the meal, think of your past"
The Circe Saga,Puppeteer,Eurylochus,"She had cast a spell, and your mistakes"
The Circe Saga,Puppeteer,Circe,"She had cast a spell, and your mistakes"
The Circe Saga,Puppeteer,Eurylochus,"They began to squeal, they'll be the last"
The Circe Saga,Puppeteer,Circe,"They began to squeal, they'll be the last"
The Circe Saga,Puppeteer,Eurylochus,"And grow snouts and tails, mistakes you'll make"
The Circe Saga,Puppeteer,Circe,"And grow snouts and tails, mistakes you'll make"
The Circe Saga,Puppeteer,Eurylochus,She changed them
The Circe Saga,Puppeteer,Circe,She changed them
The Circe Saga,Puppeteer,Circe,"I got all the power, yeah, I got all the power"
The Circe Saga,Puppeteer,Circe,"No, I'm not a player, I'm a puppeteer"
The Circe Saga,Puppeteer,Circe,"No, I don't play, I puppeteer, yeah"
The Circe Saga,Puppeteer,Eurylochus,"They transformed, this is the price"
The Circe Saga,Puppeteer,Circe,"They transformed, this is the price"
The Circe Saga,Puppeteer,Eurylochus,"And it wasn't quick, we pay to live"
The Circe Saga,Puppeteer,Circe,"And it wasn't quick, we pay to live"
The Circe Saga,Puppeteer,Eurylochus,"She turned our men, the world does not"
The Circe Saga,Puppeteer,Circe,"She turned our men, the world does not"
The Circe Saga,Puppeteer,Eurylochus,"From men to pigs, tend to forgive"
The Circe Saga,Puppeteer,Circe,"From men to pigs, tend to forgive"
The Circe Saga,Puppeteer,Eurylochus,She changed them
The Circe Saga,Puppeteer,Circe,She changed them
The Circe Saga,Puppeteer,Circe,"I got all the power, yeah, I got all the power"
The Circe Saga,Puppeteer,Circe,"No, I'm not a player, I'm a puppeteer"
The Circe Saga,Puppeteer,Circe,"No, I don't play, I puppeteer, yeah"
The Circe Saga,Puppeteer,Odysseus,We have to go save them
The Circe Saga,Puppeteer,Eurylochus,No we don't
The Circe Saga,Puppeteer,Eurylochus,Look at all we've lost and all we've learned
The Circe Saga,Puppeteer,Eurylochus,Every single cost is so much more than what we've earned
The Circe Saga,Puppeteer,Eurylochus,Think about the men we have left before there's none
The Circe Saga,Puppeteer,Eurylochus,"Let's just cut our losses, you and I, and let's run"
The Circe Saga,Puppeteer,Odysseus,"Of course I'd like to leave now, of course I'd like to run"
The Circe Saga,Puppeteer,Odysseus,But I can hardly sleep now knowing everything we've done
The Circe Saga,Puppeteer,Odysseus,There's no length I wouldn't go if it was you I had to save
The Circe Saga,Puppeteer,Odysseus,I can only hope you'd do the same
The Circe Saga,Wouldn't You Like,Hermes,"I must say, what a brilliant speech you gave"
The Circe Saga,Wouldn't You Like,Odysseus,Who goes there?
The Circe Saga,Wouldn't You Like,Hermes,Just a friend who could help you save your men
The Circe Saga,Wouldn't You Like,Hermes,A foe like Circe's not to be messed with
The Circe Saga,Wouldn't You Like,Hermes,You want to beat her?
The Circe Saga,Wouldn't You Like,Hermes,You'll need the blessing of a certain god
The Circe Saga,Wouldn't You Like,Hermes,Divine intervention
The Circe Saga,Wouldn't You Like,Hermes,Someone who's not afraid to send a message
The Circe Saga,Wouldn't You Like,Odysseus,Hermes?
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,Hermes,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,Hermes,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like to hav? some of the magic?
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like your outcom? preferred?
The Circe Saga,Wouldn't You Like,Hermes,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,Hermes,I'll help you conquer her
The Circe Saga,Wouldn't You Like,Hermes,She can turn you to an animal
The Circe Saga,Wouldn't You Like,Hermes,That'll end up on her plate
The Circe Saga,Wouldn't You Like,Hermes,She can all but make you fall in love
The Circe Saga,Wouldn't You Like,Hermes,Like you're on your hundredth date
The Circe Saga,Wouldn't You Like,Hermes,She can conjure up a monster
The Circe Saga,Wouldn't You Like,Hermes,That'll grind you to the bones
The Circe Saga,Wouldn't You Like,Hermes,She has all the ways to haunt ya
The Circe Saga,Wouldn't You Like,Hermes,When you take her on alone
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,Hermes,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,Ensemble,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,Hermes,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,Ensemble,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,Hermes,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,Ensemble,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,Hermes,I'll help you conquer her
The Circe Saga,Wouldn't You Like,Ensemble,I'll help you conquer her
The Circe Saga,Wouldn't You Like,Hermes,Oh-oh
The Circe Saga,Wouldn't You Like,Hermes,Here in the root of this flower
The Circe Saga,Wouldn't You Like,Hermes,There lies such a power to take her on
The Circe Saga,Wouldn't You Like,Hermes,You must consume and digest it
The Circe Saga,Wouldn't You Like,Hermes,Then you'll manifest a being of your creation
The Circe Saga,Wouldn't You Like,Hermes,All you need's imagination
The Circe Saga,Wouldn't You Like,Hermes,Though it's only for a moment
The Circe Saga,Wouldn't You Like,Hermes,Till you've beaten your opponent
The Circe Saga,Wouldn't You Like,Hermes,"And I call this root ""holy moly"""
The Circe Saga,Wouldn't You Like,Odysseus,Ah
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,Hermes,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,Ensemble,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,Hermes,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,Ensemble,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,Hermes,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,Ensemble,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,Hermes,I'll help you conquer her
The Circe Saga,Wouldn't You Like,Ensemble,I'll help you conquer her
The Circe Saga,Wouldn't You Like,Hermes,(Oh) Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,Ensemble,(Oh) Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,Odysseus,(Oh) Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,Odysseus,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,Hermes,"(Oh) Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,Ensemble,"(Oh) Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,Odysseus,"(Oh) Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,Hermes,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,Ensemble,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,Odysseus,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,Hermes,(Oh) Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,Ensemble,(Oh) Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,Odysseus,(Oh) Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,Hermes,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,Ensemble,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,Odysseus,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,Hermes,"(Oh) Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,Ensemble,"(Oh) Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,Odysseus,"(Oh) Deep in the night, the fight can be tragic"
