act,song,speaker,line
The Ocean Saga,Keep Your Friends Close,aeolus,Friends turn into foes and rivalries
The Ocean Saga,Keep Your Friends Close,aeolus,So keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,aeolus,Never really know who you can trust (Never really know who you can trust)
The Ocean Saga,Keep Your Friends Close,perimedes,"Captain, what's happening?"
The Ocean Saga,Keep Your Friends Close,perimedes,What's trapped in that bag?
The Ocean Saga,Keep Your Friends Close,elpenor,What's trapped in that bag?
The Ocean Saga,Keep Your Friends Close,odysseus,"Something dangerous, friends"
The Ocean Saga,Keep Your Friends Close,odysseus,We mustn't lag
The Ocean Saga,Keep Your Friends Close,winions,It's treasure!
The Ocean Saga,Keep Your Friends Close,odysseus,What?
The Ocean Saga,Keep Your Friends Close,winions,Buh-bye!
The Ocean Saga,Keep Your Friends Close,perimedes,Open the bag
The Ocean Saga,Keep Your Friends Close,elpenor,Let's see what you got
The Ocean Saga,Keep Your Friends Close,odysseus,"No, do not"
The Ocean Saga,Keep Your Friends Close,odysseus,Everybody listen closely
The Ocean Saga,Keep Your Friends Close,odysseus,See how this bag is closed?
The Ocean Saga,Keep Your Friends Close,odysseus,That's how it's supposed to be
The Ocean Saga,Keep Your Friends Close,odysseus,This bag has the storm inside
The Ocean Saga,Keep Your Friends Close,odysseus,We cannot let the treasure rumor fly
The Ocean Saga,Keep Your Friends Close,perimedes,We'll try
The Ocean Saga,Keep Your Friends Close,elpenor,We'll try
The Ocean Saga,Keep Your Friends Close,aeolus,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,crew,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,winions,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,aeolus,Now they wanna get the bag open so they can have closure
The Ocean Saga,Keep Your Friends Close,crew,Now they wanna get the bag open so they can have closure
The Ocean Saga,Keep Your Friends Close,winions,Now they wanna get the bag open so they can have closure
The Ocean Saga,Keep Your Friends Close,aeolus,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,crew,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,winions,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,aeolus,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,crew,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,winions,Sometimes sneaking is a must
The Ocean Saga,Keep Your Friends Close,aeolus,'Cause the end always justifies the means
The Ocean Saga,Keep Your Friends Close,crew,'Cause the end always justifies the means
The Ocean Saga,Keep Your Friends Close,winions,'Cause the end always justifies the means
The Ocean Saga,Keep Your Friends Close,aeolus,"Everything's changed since Polites, so"
The Ocean Saga,Keep Your Friends Close,crew,"Everything's changed since Polites, so"
The Ocean Saga,Keep Your Friends Close,winions,"Everything's changed since Polites, so"
The Ocean Saga,Keep Your Friends Close,aeolus,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,crew,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,winions,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,odysseus,"For nine days, I've stayed wide awake"
The Ocean Saga,Keep Your Friends Close,odysseus,Trying to make it home with no storm or tidal wave
The Ocean Saga,Keep Your Friends Close,odysseus,"I remain unopposed, the bag is still closed"
The Ocean Saga,Keep Your Friends Close,odysseus,And I'm getting closer to you
The Ocean Saga,Keep Your Friends Close,crew,Penelope
The Ocean Saga,Keep Your Friends Close,odysseus,I can't wait to make some new memories
The Ocean Saga,Keep Your Friends Close,crew,Telemachus
The Ocean Saga,Keep Your Friends Close,odysseus,Time for me to be the father I never was
The Ocean Saga,Keep Your Friends Close,penelope,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,telemachus,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,odysseus,Why are my eyes and my heart and my soul so heavy?
The Ocean Saga,Keep Your Friends Close,penelope,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,telemachus,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,odysseus,I keep on trying to embrace you both
The Ocean Saga,Keep Your Friends Close,odysseus,Why won't you let me?
The Ocean Saga,Keep Your Friends Close,penelope,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,telemachus,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,odysseus,So much has changed but I'm the same
The Ocean Saga,Keep Your Friends Close,odysseus,Yes I'm the same
The Ocean Saga,Keep Your Friends Close,penelope,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,telemachus,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,ensemble,Just keep your eyes open
The Ocean Saga,Keep Your Friends Close,penelope,Wake up!
The Ocean Saga,Keep Your Friends Close,penelope,"Wake up, Odysseus, they're opening the bag"
The Ocean Saga,Keep Your Friends Close,penelope,Wake up!
The Ocean Saga,Keep Your Friends Close,odysseus,No!
The Ocean Saga,Keep Your Friends Close,aeolus,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,crew,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,winions,Keep your friends close and your enemies closer
The Ocean Saga,Keep Your Friends Close,aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,aeolus,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,crew,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,winions,Never really know who you can trust
The Ocean Saga,Keep Your Friends Close,aeolus,Storm
The Ocean Saga,Keep Your Friends Close,crew,Storm
The Ocean Saga,Keep Your Friends Close,winions,Storm
The Ocean Saga,Keep Your Friends Close,aeolus,Full speed ahead
The Ocean Saga,Keep Your Friends Close,crew,Full speed ahead
The Ocean Saga,Keep Your Friends Close,winions,Full speed ahead
The Ocean Saga,Keep Your Friends Close,odysseus,Where's the storm taking us?
The Ocean Saga,Keep Your Friends Close,aeolus,"I said to keep the bag closed, but you weren't compliant"
The Ocean Saga,Keep Your Friends Close,aeolus,If I had to guess? You're heading to the
The Ocean Saga,Keep Your Friends Close,aeolus,Land of the giants
The Ocean Saga,Keep Your Friends Close,winions,Land of the giants
The Ocean Saga,Keep Your Friends Close,crew,"Storm, storm"
The Ocean Saga,Keep Your Friends Close,odysseus,Help me close the bag
The Ocean Saga,Keep Your Friends Close,eurylochus,"But sir, it's too late"
The Ocean Saga,Keep Your Friends Close,odysseus,We can save whatever wind is left to use another day
The Ocean Saga,Keep Your Friends Close,odysseus,Come on!
The Ocean Saga,Keep Your Friends Close,poseidon,Odysseus of Ithaca
The Ocean Saga,Keep Your Friends Close,poseidon,Do you know who I am?
The Ocean Saga,Ruthlessness,laestrygonians,"Poseidon, Poseidon, Poseidon, Poseidon, Poseidon, Poseidon, Poseidon"
The Ocean Saga,Ruthlessness,odysseus,Poseidon
The Ocean Saga,Ruthlessness,poseidon,In all my years of living
The Ocean Saga,Ruthlessness,poseidon,It isn't very often that I get pissed off
The Ocean Saga,Ruthlessness,poseidon,I try to chill with the waves
The Ocean Saga,Ruthlessness,poseidon,"But damn, you crossed the line"
The Ocean Saga,Ruthlessness,poseidon,I've been so gracious
The Ocean Saga,Ruthlessness,poseidon,"And yet, you hurt the son of mine"
The Ocean Saga,Ruthlessness,poseidon,"That's right, the cyclops you made blind, is mine"
The Ocean Saga,Ruthlessness,odysseus,No
The Ocean Saga,Ruthlessness,poseidon,I'm left without a choice
The Ocean Saga,Ruthlessness,laestrygonians,I'm left without a choice
The Ocean Saga,Ruthlessness,poseidon,And without a doubt
The Ocean Saga,Ruthlessness,laestrygonians,And without a doubt
The Ocean Saga,Ruthlessness,poseidon,Guess the pack of wolves is swimming with the shark now
The Ocean Saga,Ruthlessness,laestrygonians,Guess the pack of wolves is swimming with the shark now
The Ocean Saga,Ruthlessness,poseidon,I've gotta make you bleed
The Ocean Saga,Ruthlessness,laestrygonians,I've gotta make you bleed
The Ocean Saga,Ruthlessness,poseidon,I need to see you drown
The Ocean Saga,Ruthlessness,laestrygonians,I need to see you drown
The Ocean Saga,Ruthlessness,poseidon,"But before you go, I need to make you learn how"
The Ocean Saga,Ruthlessness,laestrygonians,"But before you go, I need to make you learn how"
The Ocean Saga,Ruthlessness,poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,poseidon,Ruthl?ssness is mercy upon ourselv?s
The Ocean Saga,Ruthlessness,laestrygonians,Ruthl?ssness is mercy upon ourselv?s
The Ocean Saga,Ruthlessness,poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,poseidon,Ourselves
The Ocean Saga,Ruthlessness,laestrygonians,Ourselves
The Ocean Saga,Ruthlessness,poseidon,You are the worst kind of good
The Ocean Saga,Ruthlessness,laestrygonians,You are the worst kind of good
The Ocean Saga,Ruthlessness,poseidon,'Cause you're not even great
The Ocean Saga,Ruthlessness,laestrygonians,'Cause you're not even great
The Ocean Saga,Ruthlessness,poseidon,A Greek who reeks of false righteousness
The Ocean Saga,Ruthlessness,laestrygonians,A Greek who reeks of false righteousness
The Ocean Saga,Ruthlessness,poseidon,That's what I hate
The Ocean Saga,Ruthlessness,laestrygonians,That's what I hate
The Ocean Saga,Ruthlessness,poseidon,'Cause you fight to save lives
The Ocean Saga,Ruthlessness,laestrygonians,'Cause you fight to save lives
The Ocean Saga,Ruthlessness,poseidon,But won't kill and don't get the job done
The Ocean Saga,Ruthlessness,laestrygonians,But won't kill and don't get the job done
The Ocean Saga,Ruthlessness,poseidon,I mean you totally could have avoided all this
The Ocean Saga,Ruthlessness,laestrygonians,I mean you totally could have avoided all this
The Ocean Saga,Ruthlessness,poseidon,Had you just killed my son
The Ocean Saga,Ruthlessness,laestrygonians,Had you just killed my son
The Ocean Saga,Ruthlessness,poseidon,But no
The Ocean Saga,Ruthlessness,laestrygonians,But no
The Ocean Saga,Ruthlessness,poseidon,You are far too nice
The Ocean Saga,Ruthlessness,laestrygonians,You are far too nice
The Ocean Saga,Ruthlessness,poseidon,Mercy has a price
The Ocean Saga,Ruthlessness,laestrygonians,Mercy has a price
The Ocean Saga,Ruthlessness,poseidon,"It's the final crack, we're about to break the ice now"
The Ocean Saga,Ruthlessness,laestrygonians,"It's the final crack, we're about to break the ice now"
The Ocean Saga,Ruthlessness,poseidon,You reveal your name
The Ocean Saga,Ruthlessness,laestrygonians,You reveal your name
The Ocean Saga,Ruthlessness,poseidon,Then you let him live
The Ocean Saga,Ruthlessness,laestrygonians,Then you let him live
The Ocean Saga,Ruthlessness,poseidon,Unlike you I've got no mercy left to give 'cause
The Ocean Saga,Ruthlessness,laestrygonians,Unlike you I've got no mercy left to give 'cause
The Ocean Saga,Ruthlessness,poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,poseidon,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is mercy upon ourselves
The Ocean Saga,Ruthlessness,poseidon,Ourselves
The Ocean Saga,Ruthlessness,laestrygonians,Ourselves
The Ocean Saga,Ruthlessness,poseidon,And now it is finally time
The Ocean Saga,Ruthlessness,laestrygonians,And now it is finally time
The Ocean Saga,Ruthlessness,poseidon,To say goodbye
The Ocean Saga,Ruthlessness,laestrygonians,To say goodbye
The Ocean Saga,Ruthlessness,poseidon,"Today, you die"
The Ocean Saga,Ruthlessness,laestrygonians,"Today, you die"
The Ocean Saga,Ruthlessness,poseidon,"Unless, of course, you apologize"
The Ocean Saga,Ruthlessness,laestrygonians,"Unless, of course, you apologize"
The Ocean Saga,Ruthlessness,poseidon,For my son's pain
The Ocean Saga,Ruthlessness,laestrygonians,For my son's pain
The Ocean Saga,Ruthlessness,poseidon,And all his cries
The Ocean Saga,Ruthlessness,laestrygonians,And all his cries
The Ocean Saga,Ruthlessness,odysseus,"Poseidon, we meant no harm"
The Ocean Saga,Ruthlessness,odysseus,We only hurt him to disarm him
The Ocean Saga,Ruthlessness,odysseus,We took no pleasure in his pain
The Ocean Saga,Ruthlessness,odysseus,We only wanted to escape
The Ocean Saga,Ruthlessness,poseidon,The line between naïveté and
The Ocean Saga,Ruthlessness,poseidon,Hopefulness is almost invisible
The Ocean Saga,Ruthlessness,poseidon,So close your heart
The Ocean Saga,Ruthlessness,poseidon,The world is dark and
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is mercy-
The Ocean Saga,Ruthlessness,poseidon,Die
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,soldiers,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,soldiers,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,soldiers,Ruthlessness is (Captain) mercy upon our- Captain
The Ocean Saga,Ruthlessness,laestrygonians,Ruthlessness is (Captain)
The Ocean Saga,Ruthlessness,soldiers,Ruthlessness is (Captain)
The Ocean Saga,Ruthlessness,odysseus,What have you done?
The Ocean Saga,Ruthlessness,ensemble,When does a ripple become a tidal wave?
The Ocean Saga,Ruthlessness,poseidon,Forty three left under your command
The Ocean Saga,Ruthlessness,ensemble,When does a man become a monster?
The Ocean Saga,Ruthlessness,poseidon,I am your darkest moment
The Ocean Saga,Ruthlessness,poseidon,The monster that always draws near
The Ocean Saga,Ruthlessness,poseidon,Any last words?
The Ocean Saga,Ruthlessness,odysseus,All I gotta do is open this bag
The Ocean Saga,Ruthlessness,poseidon,What?
The Ocean Saga,Ruthlessness,poseidon,Remember me
The Circe Saga,Puppeteer,eurylochus,"Captain, I have something that I must confess"
The Circe Saga,Puppeteer,eurylochus,Something that I must get off my chest
The Circe Saga,Puppeteer,eurylochus,"Until it is said, I cannot rest"
The Circe Saga,Puppeteer,eurylochus,Captain?
The Circe Saga,Puppeteer,odysseus,"Eurylochus, go make sure this island is secure"
The Circe Saga,Puppeteer,eurylochus,But captai
The Circe Saga,Puppeteer,odysseus,There's only so much left we can endure
The Circe Saga,Puppeteer,odysseus,Whatever you need to say can wait some more
The Circe Saga,Puppeteer,odysseus,"Of that, I'm sure"
The Circe Saga,Puppeteer,eurylochus,Okay
The Circe Saga,Puppeteer,eurylochus,"Sir, since we left home we've faced a variety of foes from a wide range of places"
The Circe Saga,Puppeteer,eurylochus,"Gods, monsters, you know the roster, hostile creatures that we could resist"
The Circe Saga,Puppeteer,eurylochus,"But this was a h?ll of a twist, cause we are w?ak to a power like this"
The Circe Saga,Puppeteer,odysseus,What was it?
The Circe Saga,Puppeteer,eurylochus,A woman
The Circe Saga,Puppeteer,odysseus,What?
The Circe Saga,Puppeteer,eurylochus,She had us in just two words
The Circe Saga,Puppeteer,circe,Come inside
The Circe Saga,Puppeteer,odysseus,Damn
The Circe Saga,Puppeteer,circe,Welcome to the best part of your lives
The Circe Saga,Puppeteer,circe,Go ahead and rest wherever you like
The Circe Saga,Puppeteer,circe,"I got you, don't worry Circe's got you now"
The Circe Saga,Puppeteer,eurylochus,"Only I stayed outside, but the rest went in"
The Circe Saga,Puppeteer,circe,Take a seat
The Circe Saga,Puppeteer,circe,Let me bring you all something to eat
The Circe Saga,Puppeteer,circe,I bet you're tired from the years spent on your feet
The Circe Saga,Puppeteer,circe,"I got you, don't worry Circe's got you now"
The Circe Saga,Puppeteer,eurylochus,"By the time they ate, it was far too late"
The Circe Saga,Puppeteer,eurylochus,"For inside the meal, think of your past"
The Circe Saga,Puppeteer,circe,"For inside the meal, think of your past"
The Circe Saga,Puppeteer,eurylochus,"She had cast a spell, and your mistakes"
The Circe Saga,Puppeteer,circe,"She had cast a spell, and your mistakes"
The Circe Saga,Puppeteer,eurylochus,"They began to squeal, they'll be the last"
The Circe Saga,Puppeteer,circe,"They began to squeal, they'll be the last"
The Circe Saga,Puppeteer,eurylochus,"And grow snouts and tails, mistakes you'll make"
The Circe Saga,Puppeteer,circe,"And grow snouts and tails, mistakes you'll make"
The Circe Saga,Puppeteer,eurylochus,She changed them
The Circe Saga,Puppeteer,circe,She changed them
The Circe Saga,Puppeteer,circe,"I got all the power, yeah, I got all the power"
The Circe Saga,Puppeteer,circe,"No, I'm not a player, I'm a puppeteer"
The Circe Saga,Puppeteer,circe,"No, I don't play, I puppeteer, yeah"
The Circe Saga,Puppeteer,eurylochus,"They transformed, this is the price"
The Circe Saga,Puppeteer,circe,"They transformed, this is the price"
The Circe Saga,Puppeteer,eurylochus,"And it wasn't quick, we pay to live"
The Circe Saga,Puppeteer,circe,"And it wasn't quick, we pay to live"
The Circe Saga,Puppeteer,eurylochus,"She turned our men, the world does not"
The Circe Saga,Puppeteer,circe,"She turned our men, the world does not"
The Circe Saga,Puppeteer,eurylochus,"From men to pigs, tend to forgive"
The Circe Saga,Puppeteer,circe,"From men to pigs, tend to forgive"
The Circe Saga,Puppeteer,eurylochus,She changed them
The Circe Saga,Puppeteer,circe,She changed them
The Circe Saga,Puppeteer,circe,"I got all the power, yeah, I got all the power"
The Circe Saga,Puppeteer,circe,"No, I'm not a player, I'm a puppeteer"
The Circe Saga,Puppeteer,circe,"No, I don't play, I puppeteer, yeah"
The Circe Saga,Puppeteer,odysseus,We have to go save them
The Circe Saga,Puppeteer,eurylochus,No we don't
The Circe Saga,Puppeteer,eurylochus,Look at all we've lost and all we've learned
The Circe Saga,Puppeteer,eurylochus,Every single cost is so much more than what we've earned
The Circe Saga,Puppeteer,eurylochus,Think about the men we have left before there's none
The Circe Saga,Puppeteer,eurylochus,"Let's just cut our losses, you and I, and let's run"
The Circe Saga,Puppeteer,odysseus,"Of course I'd like to leave now, of course I'd like to run"
The Circe Saga,Puppeteer,odysseus,But I can hardly sleep now knowing everything we've done
The Circe Saga,Puppeteer,odysseus,There's no length I wouldn't go if it was you I had to save
The Circe Saga,Puppeteer,odysseus,I can only hope you'd do the same
The Circe Saga,Wouldn't You Like,hermes,"I must say, what a brilliant speech you gave"
The Circe Saga,Wouldn't You Like,odysseus,Who goes there?
The Circe Saga,Wouldn't You Like,hermes,Just a friend who could help you save your men
The Circe Saga,Wouldn't You Like,hermes,A foe like Circe's not to be messed with
The Circe Saga,Wouldn't You Like,hermes,You want to beat her?
The Circe Saga,Wouldn't You Like,hermes,You'll need the blessing of a certain god
The Circe Saga,Wouldn't You Like,hermes,Divine intervention
The Circe Saga,Wouldn't You Like,hermes,Someone who's not afraid to send a message
The Circe Saga,Wouldn't You Like,odysseus,Hermes?
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,hermes,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,hermes,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like to hav? some of the magic?
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like your outcom? preferred?
The Circe Saga,Wouldn't You Like,hermes,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,hermes,I'll help you conquer her
The Circe Saga,Wouldn't You Like,hermes,She can turn you to an animal
The Circe Saga,Wouldn't You Like,hermes,That'll end up on her plate
The Circe Saga,Wouldn't You Like,hermes,She can all but make you fall in love
The Circe Saga,Wouldn't You Like,hermes,Like you're on your hundredth date
The Circe Saga,Wouldn't You Like,hermes,She can conjure up a monster
The Circe Saga,Wouldn't You Like,hermes,That'll grind you to the bones
The Circe Saga,Wouldn't You Like,hermes,She has all the ways to haunt ya
The Circe Saga,Wouldn't You Like,hermes,When you take her on alone
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,hermes,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,ensemble,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,hermes,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,ensemble,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,hermes,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,ensemble,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,hermes,I'll help you conquer her
The Circe Saga,Wouldn't You Like,ensemble,I'll help you conquer her
The Circe Saga,Wouldn't You Like,hermes,Oh-oh
The Circe Saga,Wouldn't You Like,hermes,Here in the root of this flower
The Circe Saga,Wouldn't You Like,hermes,There lies such a power to take her on
The Circe Saga,Wouldn't You Like,hermes,You must consume and digest it
The Circe Saga,Wouldn't You Like,hermes,Then you'll manifest a being of your creation
The Circe Saga,Wouldn't You Like,hermes,All you need's imagination
The Circe Saga,Wouldn't You Like,hermes,Though it's only for a moment
The Circe Saga,Wouldn't You Like,hermes,Till you've beaten your opponent
The Circe Saga,Wouldn't You Like,hermes,"And I call this root ""holy moly"""
The Circe Saga,Wouldn't You Like,odysseus,Ah
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,hermes,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,ensemble,"Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,hermes,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,ensemble,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,hermes,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,ensemble,"Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,hermes,I'll help you conquer her
The Circe Saga,Wouldn't You Like,ensemble,I'll help you conquer her
The Circe Saga,Wouldn't You Like,hermes,(Oh) Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,ensemble,(Oh) Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,odysseus,(Oh) Wouldn't you like a taste of the power?
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,odysseus,Wouldn't you like to use more than words?
The Circe Saga,Wouldn't You Like,hermes,"(Oh) Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,ensemble,"(Oh) Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,odysseus,"(Oh) Deep in the night, the fight lasts for hours"
The Circe Saga,Wouldn't You Like,hermes,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,ensemble,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,odysseus,You can be hurt or you can beat her
The Circe Saga,Wouldn't You Like,hermes,(Oh) Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,ensemble,(Oh) Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,odysseus,(Oh) Wouldn't you like to have some of the magic?
The Circe Saga,Wouldn't You Like,hermes,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,ensemble,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,odysseus,Wouldn't you like your outcome preferred?
The Circe Saga,Wouldn't You Like,hermes,"(Oh) Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,ensemble,"(Oh) Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,odysseus,"(Oh) Deep in the night, the fight can be tragic"
The Circe Saga,Wouldn't You Like,hermes,I'll help you conquer her
The Circe Saga,Wouldn't You Like,ensemble,I'll help you conquer her
The Circe Saga,Wouldn't You Like,odysseus,I'll help you conquer her
The Circe Saga,Wouldn't You Like,odysseus,"Hermes, thank you"
The Circe Saga,Wouldn't You Like,hermes,"Don't thank me, friend, you very well may die"
The Circe Saga,Wouldn't You Like,hermes,"Mh-hm-hm, good luck"
The Circe Saga,Done For,odysseus,"Lady of the palace, sorry that I ask this"
The Circe Saga,Done For,odysseus,But I hope that I've been misinformed
The Circe Saga,Done For,odysseus,I sent out some scouts to take a look around through
The Circe Saga,Done For,odysseus,Here and they wound up at your door
The Circe Saga,Done For,odysseus,Through the years we seldom
The Circe Saga,Done For,odysseus,"Get a warm welcome, so"
The Circe Saga,Done For,odysseus,I must ask just to be sure
The Circe Saga,Done For,odysseus,Did you do something to them?
The Circe Saga,Done For,circe,"Who, me?"
The Circe Saga,Done For,circe,All I did was reveal their true forms
The Circe Saga,Done For,odysseus,You turned them into pigs
The Circe Saga,Done For,circe,Huh
The Circe Saga,Done For,circe,I don't know who you are nor why you're here
The Circe Saga,Done For,circe,But let me make this one thing clear
The Circe Saga,Done For,circe,I've got people to protect
The Circe Saga,Done For,circe,Nymphs I can't n?glect
The Circe Saga,Done For,circe,"So I'm not taking chances, dear"
The Circe Saga,Done For,circe,"If you mak? one wrong move, then you're done for"
The Circe Saga,Done For,circe,"Anything I don't approve, then you're done for"
The Circe Saga,Done For,circe,I could put a spell on you and you're done for
The Circe Saga,Done For,circe,"Boy, you better run or soon you will done for"
The Circe Saga,Done For,odysseus,I don't mean to tip your scale but
The Circe Saga,Done For,odysseus,You will fail at
The Circe Saga,Done For,odysseus,Placing any spells on me
The Circe Saga,Done For,odysseus,I just ate a flower
The Circe Saga,Done For,odysseus,One that claims your power
The Circe Saga,Done For,odysseus,So you better cower now and flee
The Circe Saga,Done For,circe,You must be a liar
